filed,day_index,nature_of_suit,plaintiff,defendant,presiding_judge,judge_index,court,court_index,office,county,jury_demanded_by,cause_of_action,link,case_number,counter_claimant,counter_defendant,pacer_id,pacer_party_aliases,pacer_associated_cases,pacer_attorneys,pacer_case_file_location,pacer_case_summary,pacer_docket_report,pacer_history_documents,pacer_parties,pacer_related_transactions,pacer_check_status
14-Jan-13,2,Patent,"Unified Messaging Solutions, LLC",Banco Popular North America,Joan H. Lefkow,30,Illinois Northern District Court,33,Chicago Office,"XX US, Outside the State of IL",Plaintiff,15:1126 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00276/278802,1:2013cv00276,,,278802,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278802,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278802,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278802,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278802,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278802,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278802,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278802,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278802,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278802,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278802
14-Jan-13,3,Patent,"Unified Messaging Solutions, LLC",BMO Harris Bank N.A.,Joan H. Lefkow,31,Illinois Northern District Court,34,Chicago Office,Cook,None,28:1338 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00267/278793,1:2013cv00267,,,278793,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278793,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278793,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278793,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278793,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278793,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278793,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278793,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278793,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278793,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278793
14-Jan-13,4,Patent,"Unified Messaging Solutions, LLC","Charles Schwab Corporation, The",Joan H. Lefkow,32,Illinois Northern District Court,35,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00268/278794,1:2013cv00268,,,278794,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278794,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278794,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278794,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278794,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278794,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278794,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278794,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278794,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278794,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278794
14-Jan-13,5,Patent,"Unified Messaging Solutions, LLC","Earthlink, Inc.",Joan H. Lefkow,33,Illinois Northern District Court,36,Chicago Office,"XX US, Outside the State of IL",Defendant,35:271 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00269/278795,1:2013cv00269,,,278795,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278795,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278795,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278795,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278795,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278795,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278795,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278795,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278795,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278795,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278795
14-Jan-13,6,Patent,"Unified Messaging Solutions, LLC",Fifth Third Bancorp,Joan H. Lefkow,34,Illinois Northern District Court,37,Chicago Office,"XX US, Outside the State of IL",None,15:1126 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00270/278796,1:2013cv00270,,,278796,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278796,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278796,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278796,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278796,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278796,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278796,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278796,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278796,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278796,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278796
14-Jan-13,7,Patent,"Unified Messaging Solutions, LLC","General Electric Capital Services, Inc.",Joan H. Lefkow,35,Illinois Northern District Court,38,Chicago Office,Cook,None,28:1338 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00271/278797,1:2013cv00271,,,278797,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278797,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278797,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278797,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278797,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278797,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278797,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278797,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278797,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278797,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278797
14-Jan-13,8,Patent,"Unified Messaging Solutions, LLC","Huntington Bancshares, Inc.",Joan H. Lefkow,36,Illinois Northern District Court,39,Chicago Office,Cook,None,15:1126 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00272/278798,1:2013cv00272,,,278798,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278798,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278798,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278798,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278798,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278798,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278798,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278798,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278798,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278798,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278798
14-Jan-13,9,Patent,"Unified Messaging Solutions, LLC","People's United Financial, Inc.",Joan H. Lefkow,37,Illinois Northern District Court,40,Chicago Office,Cook,None,28:1338,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00274/278800,1:2013cv00274,,,278800,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278800,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278800,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278800,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278800,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278800,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278800,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278800,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278800,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278800,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278800
14-Jan-13,10,Patent,"Unified Messaging Solutions, LLC","Santander Holdings USA, Inc.",Joan H. Lefkow,38,Illinois Northern District Court,41,Chicago Office,Cook,None,28:1338 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00277/278803,1:2013cv00277,,,278803,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278803,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278803,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278803,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278803,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278803,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278803,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278803,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278803,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278803,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278803
14-Jan-13,11,Patent,"Unified Messaging Solutions, LLC",State Street Corporation,Joan H. Lefkow,39,Illinois Northern District Court,42,Chicago Office,"XX US, Outside the State of IL",Both,35:271 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00278/278804,1:2013cv00278,,,278804,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278804,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278804,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278804,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278804,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278804,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278804,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278804,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278804,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278804,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278804
14-Jan-13,12,Patent,"Unified Messaging Solutions, LLC",The Northwestern Mutual Life Insurance Company,Joan H. Lefkow,40,Illinois Northern District Court,43,Chicago Office,"XX US, Outside the State of IL",Both,35:271 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00273/278799,1:2013cv00273,,,278799,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278799,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278799,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278799,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278799,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278799,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278799,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278799,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278799,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278799,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278799
14-Jan-13,13,Patent,"Unified Messaging Solutions, LLC","The PNC Financial Services Group, Inc., RBC Bank",Joan H. Lefkow,41,Illinois Northern District Court,44,Chicago Office,Cook,None,28:1338 Patent Infringement,http://dockets.justia.com/docket/illinois/ilndce/1:2013cv00275/278801,1:2013cv00275,,,278801,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?278801,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?278801,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?278801,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?278801,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?278801,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?278801,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?278801,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?278801,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?278801,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?278801
7-Sep-12,1,Patent,Unified Messaging Solutions LLC,"American Airlines, Inc.",Joan H. Lefkow,24,Illinois Northern District Court,27,Chicago Office,"XX US, Outside the State of IL",Defendant,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06293/273843,1:2012cv06293,"American Airlines, Inc.",Unified Messaging Solutions LLC,273843,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273843,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273843,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273843,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273843,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273843,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273843,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273843,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273843,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273843,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273843
7-Sep-12,2,Patent,Unified Messaging Solutions LLC,"Avid Life Media, Inc.",Joan H. Lefkow,25,Illinois Northern District Court,28,Chicago Office,"XX US, Outside the State of IL",Plaintiff,28:1338,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06648/273828,1:2012cv06648,,,273828,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273828,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273828,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273828,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273828,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273828,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273828,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273828,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273828,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273828,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273828
7-Sep-12,3,Patent,Unified Messaging Solutions LLC,"Cupid, PLC",Joan H. Lefkow,26,Illinois Northern District Court,29,Chicago Office,"XX US, Outside the State of IL",Both,28:1338,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06650/273832,1:2012cv06650,"Cupid, PLC",Unified Messaging Solutions LLC,273832,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273832,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273832,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273832,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273832,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273832,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273832,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273832,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273832,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273832,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273832
7-Sep-12,4,Patent,Unified Messaging Solutions LLC,"Intuit Inc., Homestead Technologies Inc., VMWare, Inc., Quest Corporation and CenturyTel Broadband Services, LLC",Joan H. Lefkow,27,Illinois Northern District Court,30,Chicago Office,"XX US, Outside the State of IL",Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06294/273842,1:2012cv06294,"VMWare, Inc., Intuit Inc., Homestead Technologies Inc., CenturyTel Broadband Services, LLC and Quest Corporation",Unified Messaging Solutions LLC,273842,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273842,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273842,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273842,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273842,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273842,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273842,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273842,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273842,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273842,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273842
7-Sep-12,5,Patent,Unified Messaging Solutions LLC,"Plentyoffish Media, Inc.",Joan H. Lefkow,28,Illinois Northern District Court,31,Chicago Office,"XX US, Outside the State of IL",Both,28:1338,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06649/273829,1:2012cv06649,"Plentyoffish Media, Inc.",Unified Messaging Solutions LLC,273829,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273829,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273829,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273829,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273829,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273829,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273829,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273829,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273829,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273829,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273829
27-Aug-12,1,Patent,"Unified Messaging Solutions, LLC","HomeAway, Inc.",Joan H. Lefkow,23,Illinois Northern District Court,26,Chicago Office,"XX US, Outside the State of IL",Plaintiff,28:1338,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06651/273565,1:2012cv06651,,,273565,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273565,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273565,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273565,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273565,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273565,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273565,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273565,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273565,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273565,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273565
16-Aug-12,1,Patent,"Unified Messaging Solutions, LLC","Avalanche, LLC",Joan H. Lefkow,7,Illinois Northern District Court,10,Chicago Office,"XX US, Outside the State of IL",Defendant,28:1338,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06635/273412,1:2012cv06635,"Avalanche, LLC","Unified Messaging Solutions, LLC",273412,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273412,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273412,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273412,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273412,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273412,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273412,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273412,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273412,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273412,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273412
16-Aug-12,2,Patent,"Unified Messaging Solutions, LLC","CMI Marketing, Inc.",Joan H. Lefkow,8,Illinois Northern District Court,11,Chicago Office,"XX US, Outside the State of IL",Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06646/273233,1:2012cv06646,"CMI Marketing, Inc.","Unified Messaging Solutions, LLC",273233,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273233,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273233,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273233,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273233,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273233,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273233,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273233,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273233,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273233,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273233
16-Aug-12,3,Patent,"Unified Messaging Solutions, LLC",Doostang Inc.,Joan H. Lefkow,9,Illinois Northern District Court,12,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06628/273401,1:2012cv06628,,,273401,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273401,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273401,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273401,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273401,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273401,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273401,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273401,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273401,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273401,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273401
16-Aug-12,4,Patent,"Unified Messaging Solutions, LLC","Etsy, Inc.",Joan H. Lefkow,10,Illinois Northern District Court,13,Chicago Office,"XX US, Outside the State of IL",Both,35:145,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06643/273197,1:2012cv06643,"Etsy, Inc.","Unified Messaging Solutions, LLC",273197,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273197,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273197,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273197,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273197,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273197,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273197,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273197,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273197,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273197,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273197
16-Aug-12,5,Patent,"Unified Messaging Solutions, LLC","HSBC North America Holdings Inc., HSBC USA Inc. and HSBC Bank USA, National Association",Joan H. Lefkow,11,Illinois Northern District Court,14,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06644/273229,1:2012cv06644,,,273229,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273229,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273229,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273229,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273229,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273229,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273229,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273229,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273229,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273229,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273229
16-Aug-12,6,Patent,"Unified Messaging Solutions, LLC","Morgan Stanley, Morgan Stanley & Co. LLC and Morgan Stanley Smith Barney LLC",Joan H. Lefkow,12,Illinois Northern District Court,15,Chicago Office,"XX US, Outside the State of IL",Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06640/273177,1:2012cv06640,,,273177,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273177,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273177,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273177,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273177,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273177,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273177,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273177,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273177,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273177,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273177
16-Aug-12,7,Patent,"Unified Messaging Solutions, LLC","Multiply, Inc.,",Joan H. Lefkow,13,Illinois Northern District Court,16,Chicago Office,"XX US, Outside the State of IL",Defendant,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06637/273414,1:2012cv06637,"Multiply, Inc.,","Unified Messaging Solutions, LLC",273414,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273414,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273414,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273414,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273414,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273414,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273414,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273414,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273414,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273414,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273414
16-Aug-12,8,Patent,"Unified Messaging Solutions, LLC","Radio One, Inc.",Joan H. Lefkow,14,Illinois Northern District Court,17,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06647/273238,1:2012cv06647,,,273238,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273238,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273238,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273238,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273238,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273238,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273238,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273238,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273238,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273238,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273238
